name,21Feb68_A01-L1_S1_Pooled_R1_001.fastq.gz,21Feb68_A02-L1_S2_Pooled_R1_001.fastq.gz,21Feb68_B01-L1_S3_Pooled_R1_001.fastq.gz,21Feb68_B02-L1_S4_Pooled_R1_001.fastq.gz,21Feb68_C01-L1_S5_Pooled_R1_001.fastq.gz,21Feb68_C02-L1_S6_Pooled_R1_001.fastq.gz,21Feb68_D01-L1_S7_Pooled_R1_001.fastq.gz,21Feb68_D02-L1_S8_Pooled_R1_001.fastq.gz,21Feb68_E01-L1_S9_Pooled_R1_001.fastq.gz,21Feb68_E02-L1_S10_Pooled_R1_001.fastq.gz,21Feb68_F01-L1_S11_Pooled_R1_001.fastq.gz,21Feb68_F02-L1_S12_Pooled_R1_001.fastq.gz,21Feb68_G01-L1_S13_Pooled_R1_001.fastq.gz,21Feb68_G02-L1_S14_Pooled_R1_001.fastq.gz,21Feb68_H01-L1_S15_Pooled_R1_001.fastq.gz
EMILIN2,893,1051,1072,540,652,794,556,649,713,959,608,1174,670,354,586
LPIN2,5976,3381,5793,4674,3698,6373,4585,5678,4894,1532,4564,1457,2700,589,1976
None,11,11,12,3,6,6,4,11,10,3,6,10,8,1,7
CHORDC1P4,24,27,8,35,32,29,30,22,15,0,34,0,18,1,12
None,5,2,17,38,26,38,15,53,12,0,20,0,2,0,7
None,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6
SNRPCP4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3
None,0,2,0,1,2,0,0,0,0,1,0,0,0,2,0
SNORA70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYOM1,108,108,83,29,31,45,82,58,79,600,35,903,70,1171,42
RNU7-25P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,29,54,17,20,23,30,163,27,39,24,29,26,40,13,24
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL12A,17387,25021,16090,12249,12904,14465,14764,13012,16216,7197,14966,9815,18880,3933,10650
MYL12-AS1,12,19,6,5,11,4,17,9,22,18,11,6,15,26,4
MYL12B,21738,30666,18244,18397,17065,19058,19559,18022,18982,10303,18924,13598,24383,7687,14336
None,9,18,2,2,4,1,25,3,3,0,9,1,21,6,16
LINC01895,19,35,18,31,12,35,14,38,36,0,10,0,26,0,19
RPL31P59,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
IGLJCOR18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL21P127,1,0,0,0,0,0,0,0,2,1,3,1,0,0,1
TGIF1,4109,7512,6015,3185,4577,5229,7035,4348,5377,492,5158,761,4850,426,2998
BOD1P1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GAPLINC,6,3,7,6,19,7,123,3,12,4,18,15,7,15,2
DLGAP1,141,131,196,168,87,211,164,185,149,209,76,142,134,550,112
RN7SL39P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0
DLGAP1-AS1,194,536,134,110,114,168,308,161,365,156,141,263,372,239,284
DLGAP1-AS2,239,1123,196,150,167,232,696,226,654,35,230,67,764,98,516
None,16,55,9,0,2,7,35,7,17,0,9,0,27,2,10
None,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1
DLGAP1-AS3,0,0,0,0,0,3,0,0,1,10,0,0,0,20,1
MIR6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-831P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLGAP1-AS4,0,1,0,0,0,1,0,0,0,6,0,16,0,46,0
GAPDHP66,1,0,1,0,0,1,2,0,0,9,0,0,1,15,1
DLGAP1-AS5,0,0,0,0,3,1,2,0,0,6,0,8,1,66,5
None,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
ELOCP27,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
None,6,2,3,2,1,6,6,6,11,0,0,0,11,0,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP14,6,6,3,3,9,15,27,11,5,0,9,0,6,4,4
LINC01892,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
BOD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKAIN1,3,0,0,0,2,0,1,1,0,0,0,0,1,4,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,1,1,0,1,1,2,0,1
LINC00526,143,258,126,153,88,289,418,245,175,75,102,85,222,93,145
LINC00667,1758,2649,959,1071,405,1007,1497,999,1283,1020,512,1737,2122,1351,1600
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB14,1103,1002,1137,1469,465,2035,790,2027,1076,806,512,1048,1024,461,561
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LINC02974,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
EPB41L3,3888,3464,2986,1959,452,2197,1092,2441,1369,946,469,966,3231,775,2132
None,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
None,1,0,0,0,0,1,0,1,0,2,0,0,0,0,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR3976HG,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MIR3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM200C,721,846,362,401,214,457,585,418,344,250,227,337,532,407,503
None,9,6,2,0,2,1,9,6,13,1,2,1,6,2,6
L3MBTL4,55,529,143,168,52,165,227,146,123,160,67,162,415,216,175
None,1,1,1,0,0,2,0,0,5,1,1,1,4,0,0
RNU5F-3P,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
None,0,3,1,1,0,3,4,4,1,2,3,2,6,5,3
L3MBTL4-AS1,0,0,0,0,4,1,0,0,0,16,0,4,1,10,6
None,0,0,0,0,1,1,0,0,0,0,0,2,0,2,3
RNU6-349P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P27,538,310,409,328,504,355,247,347,447,99,524,129,326,109,151
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01387,72,137,49,45,17,50,63,52,49,1,12,0,133,0,91
None,433,3134,420,850,180,960,1640,1075,410,1,242,0,2993,3,1716
RN7SL282P,2,3,0,0,0,0,0,0,0,0,0,0,2,0,2
None,1,7,2,0,0,0,0,0,0,0,0,0,3,0,3
None,4,0,3,0,1,2,4,4,0,0,2,1,9,0,5
ARHGAP28-AS1,41,15,24,29,24,33,18,22,29,0,18,2,23,6,12
ARHGAP28,4493,7188,4217,3090,1164,3627,2745,3906,4333,18,1588,10,8041,27,5351
None,4,5,8,2,2,6,2,14,4,0,4,0,10,0,8
LINC00668,9,2,2,0,0,0,0,0,0,0,3,0,1,0,3
SCML2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-916P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMA1,24212,6698,29453,13157,26304,18355,4459,15461,13313,30,26300,66,7085,226,4613
None,15,4,22,0,1,1,0,4,7,0,5,0,1,0,3
None,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
None,0,1,3,1,10,9,3,3,1,0,13,0,1,0,5
SLC25A51P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PTPRM,6530,10444,9318,6445,6254,6660,9979,6582,8056,7585,7545,11838,8715,3807,4698
None,0,0,2,0,0,0,0,1,2,0,0,0,1,0,1
None,6,8,5,0,5,1,2,1,3,0,7,2,2,1,17
None,0,0,3,0,2,0,1,0,0,0,1,0,2,1,14
None,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1
U3,0,0,0,0,1,0,1,1,0,0,5,0,0,0,2
None,0,6,4,6,11,20,29,7,5,1,12,0,12,1,13
None,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
None,3,5,10,1,1,5,11,2,1,0,7,2,5,0,9
None,73,68,73,32,23,34,68,27,94,28,23,52,77,3,51
None,0,2,0,0,0,0,0,0,2,1,0,5,0,8,3
COP1P1,0,1,3,1,2,3,0,2,0,0,1,0,0,0,0
RN7SL50P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEMIS3P,0,0,2,0,0,0,0,0,0,2,1,4,2,1,0
AKR1B1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB12,1583,1807,1589,1321,1125,1431,1223,1438,1598,1418,1209,2368,1670,881,1011
None,16,11,27,11,58,11,34,25,39,10,73,7,23,3,8
TOMM20P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GACAT2,9,15,15,7,26,17,44,24,5,0,33,0,11,6,16
MTCL1,2604,8872,3355,4092,1463,3238,2242,3054,2823,157,1629,102,6029,314,4006
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,9,25,8,4,14,25,19,19,13,3,10,0,20,0,12
RPS4XP19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NDUFV2,118,234,257,286,426,405,485,439,169,36,493,37,244,39,158
None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
None,31,76,70,98,172,102,191,115,48,10,156,4,77,1,49
NDUFV2-AS1,73,63,41,39,80,31,94,56,65,31,82,55,46,33,53
ANKRD12,2071,3554,2702,5026,1239,6141,1791,6318,2964,1844,1498,3192,3338,1582,1997
Y_RNA,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0
Y_RNA,0,0,2,0,2,0,1,0,0,0,2,0,0,0,4
None,26,18,70,96,19,260,33,356,56,9,37,20,52,6,25
TWSG1-DT,39,78,42,53,36,74,59,80,61,5,39,14,56,2,21
TWSG1,3448,2900,3339,3086,3147,3144,1185,3234,3740,1101,3321,2223,2947,798,1581
None,14,1,11,3,18,3,12,11,9,4,20,7,3,1,1
RALBP1,8994,7560,9641,9696,9515,10634,7473,9946,7930,2247,10056,3237,7248,1580,4024
None,8,2,17,2,38,4,9,6,4,7,23,5,7,15,7
RNU2-27P,26,27,32,73,139,85,46,78,19,1,130,3,28,1,15
None,27,33,42,73,137,134,55,117,50,4,163,6,53,9,36
PPP4R1,8236,14457,7121,10820,5450,11620,11415,11577,7513,2755,6080,3945,11316,2262,7676
None,1,2,6,2,8,1,4,3,7,20,5,8,2,23,10
PPP4R1-AS1,5,1,2,2,3,3,4,1,4,6,0,5,3,4,3
RNU6-903P,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
KRT18P8,18,21,10,14,8,24,23,9,9,0,17,0,15,0,9
RAB31,4538,6072,5426,2505,2907,3264,3345,2746,5241,1417,3118,2081,4619,2019,3135
None,0,2,0,1,1,0,3,3,1,1,4,0,1,0,2
ZNF415P1,0,0,0,0,1,1,6,0,0,0,2,0,1,2,4
RN7SL862P,0,4,0,0,2,2,3,2,1,0,1,0,5,0,2
RNA5SP449,4,1,1,1,0,2,0,3,2,0,4,0,1,0,1
PIGPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TXNDC2,3,5,2,0,5,0,0,1,3,0,4,3,1,1,0
None,4,2,3,2,4,5,2,4,1,8,0,10,3,6,5
VAPA,6770,16358,9841,14873,6349,15409,14381,14868,9764,2915,8681,5077,12232,2345,7707
RNA5SP450,1,1,1,1,11,3,3,0,0,0,8,1,0,1,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
APCDD1,182,97,63,49,21,112,79,91,99,7511,32,8685,76,4404,71
NAPG,1495,1939,1361,1916,1126,2062,1533,2103,1893,774,1676,1399,1833,603,1175
None,4,8,6,6,4,1,11,1,3,0,6,1,11,1,4
LINC01887,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIX23P1,2,0,0,4,0,2,4,2,1,0,0,0,1,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PMM2P1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PIEZO2,1433,1211,1220,622,443,939,408,786,1919,38,562,62,830,47,1102
None,4,3,3,3,3,4,14,5,7,2,5,0,4,0,5
KIAA0895LP1,3,1,2,0,3,1,2,1,5,2,0,0,0,7,4
MIR6788,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
None,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1
None,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01255,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC35G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPIPB1P,6,7,1,5,1,7,6,0,3,6,4,2,4,7,3
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNAL,508,319,1023,1081,656,1635,299,1419,1419,505,937,422,339,785,178
ASNSP6,0,1,0,1,2,1,0,0,0,0,2,1,0,0,0
None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CHMP1B,4240,3802,3215,2467,3272,3405,3575,3357,4617,1320,3844,1742,3087,742,1827
CHMP1B-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,3,2,1,2,1,3,1,4,0,2,0,1,1,0
MPPE1,1620,890,918,922,444,1057,1083,1014,659,574,511,660,977,285,613
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,1,1,0,0,0,0,0,0,2,0,6,0,3,0
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMPA2,3666,762,1757,673,1166,1037,445,973,1304,160,1003,175,729,218,751
None,3,0,2,0,0,0,0,0,0,0,0,0,2,3,0
LINC02979,75,3,12,4,11,12,1,8,27,6,6,5,13,6,10
None,0,0,0,0,0,0,0,0,0,11,0,3,0,30,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,3,1,5,0,1,1,0,1,3,4,5,0,1,17,0
ADGRA3P1,8,7,5,3,4,4,5,5,6,3,2,5,4,10,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ANKRD62,1,0,3,1,0,0,2,1,1,0,0,0,0,2,0
RNU6-324P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHDP1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PMM2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,4,13,3,0,1,4,28,0,2,0,1,1,12,14,4
MIX23P3,0,1,0,1,0,1,0,3,0,0,0,0,0,0,1
None,1,6,1,0,4,0,9,1,0,0,0,0,5,1,1
PPIAP56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIDEA,26,75,48,31,50,81,224,58,141,1,86,1,49,19,21
None,4,45,6,2,1,1,58,1,9,0,4,5,17,4,3
None,4,54,8,11,15,30,84,14,27,2,16,0,24,3,10
RNU6-170P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBB6,11879,19286,12056,8855,6549,11452,8676,9475,12591,2046,9425,2055,11538,1638,8400
AFG3L2,3864,4472,3550,4695,2032,4839,3983,4804,2985,980,2382,1135,4006,628,2668
RNU7-129P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRELID3A,279,372,300,387,161,491,338,540,324,37,197,58,364,383,219
None,11,8,9,4,8,8,3,19,8,2,16,5,5,27,1
None,48,23,32,20,24,14,36,19,42,21,19,18,26,94,19
SPIRE1,1028,2381,1360,1409,992,1705,1079,1702,1240,542,1321,890,1730,504,1035
None,4,2,3,2,1,0,1,0,3,0,1,1,4,0,1
PSMG2,2471,3058,2524,2405,2389,3048,2386,2668,2628,972,2824,1404,2456,1035,1744
CEP76,1005,978,817,1118,677,1133,1158,1024,743,203,781,219,920,111,636
None,36,33,34,32,20,46,39,38,52,13,21,10,33,19,40
None,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
None,0,3,2,1,1,0,4,0,2,0,1,0,0,1,1
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01882,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
PTPN2,2585,4392,2559,3584,1987,3928,4672,3819,2245,566,2243,638,4167,656,1956
STK25P1,4,2,0,2,1,0,1,3,0,3,2,3,0,1,1
EIF4A2P1,5,11,2,3,0,5,3,2,2,12,1,5,11,0,2
SEH1L,2533,4276,1780,2300,1278,2119,2421,2354,1975,528,1452,882,3093,427,2056
CEP192-DT,4,2,1,3,0,4,1,2,5,2,6,2,0,1,1
CEP192,5389,7040,4025,6255,1241,6665,4731,6670,4261,1250,1510,1499,8522,814,4500
None,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,1,0,0,0,0,0,2,0,2,0,5,0
LDLRAD4,24,40,46,24,56,38,75,31,66,986,47,1448,45,523,33
None,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
C18orf15,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
None,0,1,0,0,0,2,0,0,0,0,0,1,0,2,0
None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LDLRAD4-AS1,3,0,0,0,0,0,0,0,0,186,0,501,0,240,1
MIR5190,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
None,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0
None,1,5,1,0,2,0,9,0,2,15,5,7,1,8,4
None,0,0,2,0,0,0,3,0,0,1,0,2,0,6,0
None,0,2,0,0,0,0,4,0,0,2,0,7,1,0,1
None,0,0,3,0,1,0,7,1,2,3,2,5,3,5,0
None,0,0,0,0,0,0,0,0,0,3,1,2,0,13,0
MIR4526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,2,0,0,0,0,5,0,2,0,0,0
FAM210A,929,1281,2488,6032,2069,7162,1246,6877,2185,194,2435,325,1258,186,734
None,0,0,0,1,1,1,1,0,0,0,2,0,0,0,2
RN7SL362P,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2
RNMT,4542,5035,8673,14833,6374,16012,6797,15865,7628,630,8255,940,4582,702,2578
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC5R,2,16,3,3,2,4,53,5,18,0,0,0,6,0,3
MC2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL36AP49,0,0,0,0,1,0,0,0,2,0,2,1,1,0,0
None,13,12,15,10,6,9,12,12,18,0,5,2,10,0,8
None,15,13,5,9,4,2,3,7,3,3,4,3,21,3,14
ZNF519,1279,790,948,739,305,850,766,882,1318,80,420,153,904,129,544
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,52,9,3,1,5,1,17,2,23,0,9,5,7,5,11
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,5,1,0,0,0,3,9,2,4,0,2,0,2,0,6
FRG2LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NF1P5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ANKRD20A5P,6,14,7,3,2,12,19,12,3,36,3,3,20,20,11
RNU6-316P,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
RHOT1P1,1,1,2,2,3,5,4,3,0,0,3,0,5,0,0
None,0,6,4,2,2,3,3,3,2,4,1,1,7,8,5
None,0,3,0,0,1,1,1,1,0,0,0,0,0,1,3
CYP4F35P,5,2,3,3,3,2,3,2,0,50,1,16,7,333,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
None,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
TERF1P2,0,0,1,1,0,0,0,4,1,0,0,1,0,9,0
FEM1AP2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LONRF2P1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CXADRP3,1,0,2,3,7,1,2,4,4,0,4,2,4,0,0
GRAMD4P7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
POTEC,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
RNU6-1021P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4K8P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX19P3,1,0,3,0,0,4,2,1,0,0,0,1,3,0,0
VN1R74P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTF2IP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD30B,0,1,1,0,0,1,10,0,0,5,0,9,0,115,0
RNU6-1210P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0
MIR3156-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF7P1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
LINC01443,0,0,0,0,0,0,1,0,0,6,0,0,0,3,0
LINC01444,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0
None,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
None,0,0,1,0,0,0,0,0,0,3,0,1,0,48,0
None,1,2,1,0,0,1,0,0,0,0,3,0,0,1,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
None,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
BNIP3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-721P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK1,6652,11703,6620,8554,5115,9592,7741,9622,6623,3157,6305,4435,9916,1695,5334
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,2,1,2,2,4,0,0,1,2,1,1,1,2,1,1
RNU6-120P,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EXOGP1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
GREB1L-DT,8,32,9,3,5,3,35,5,10,0,5,0,25,2,20
GREB1L,8696,14599,5780,5248,2819,4461,6086,4784,5765,24,2654,13,12339,82,8938
None,1,2,0,0,0,0,0,0,1,0,1,0,2,0,5
None,0,0,3,0,6,1,1,2,0,0,3,0,3,0,6
None,0,0,1,0,3,1,1,2,0,0,3,0,0,0,1
ESCO1,1895,2465,2719,4385,2291,4475,2266,4392,2555,528,2737,797,2580,295,1208
SNRPD1,5291,5035,2950,3315,2190,3612,3632,3321,3458,665,2484,898,4973,754,2606
ABHD3,824,493,760,480,679,608,441,542,791,394,853,347,540,223,294
None,3,4,12,2,17,8,6,2,11,2,17,2,8,1,2
None,10,6,10,2,19,7,15,8,11,4,16,1,5,0,6
MIR320C1,1,0,2,0,0,1,3,0,0,0,1,0,5,0,0
MIB1,7952,14202,9027,8237,5703,9882,6550,9946,10435,1297,7041,2427,12403,735,7159
None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
None,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
RN7SL233P,2,0,1,0,2,0,1,0,0,4,0,11,0,34,0
SNORA73,2,0,4,3,5,3,1,3,6,1,8,0,1,0,1
MIR133A1HG,8,13,18,9,16,18,9,20,18,6,28,3,11,8,21
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,2,2,0,0,0,0,1,0,0,2,0,1,0,8
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RNU6-1038P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RNA5SP451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01900,92,85,54,57,73,76,201,68,178,0,80,0,74,0,48
None,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
None,5,2,6,2,4,6,11,5,14,0,4,0,3,0,2
RNU6ATAC20P,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
GATA6-AS1,403,882,350,386,442,827,1527,855,1014,2,607,3,756,4,334
GATA6,2008,8198,2601,4008,1660,4742,8819,4050,2713,39,1993,84,5874,24,3614
None,25,19,37,25,33,40,74,31,22,1,39,3,26,0,10
RNU6-702P,1,3,2,2,1,8,8,3,3,0,6,0,3,0,5
None,2,9,8,7,7,1,15,1,1,2,2,1,5,0,11
None,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
None,0,1,0,0,0,0,5,0,0,0,0,0,2,0,1
CTAGE1,3,116,3,15,6,58,564,43,46,1,4,0,79,1,19
ATP7BP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS4XP18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RNU6-1032P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,5,2,8,3,6,10,5,5,14,2,4,0,6,5,4
None,5,0,5,5,2,1,1,5,2,2,6,0,2,1,0
RBBP8,3401,6796,2278,3075,934,3159,3451,3224,1490,368,1087,453,7388,354,3631
None,5,0,1,0,1,1,0,2,2,1,0,0,1,2,0
UBE2CP2,15,3,12,1,1,4,1,3,6,0,1,5,1,1,6
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL745P,4,7,1,4,0,2,7,2,0,0,1,0,11,1,2
Y_RNA,4,1,0,0,0,0,0,1,3,0,1,0,1,1,1
CABLES1,441,1629,416,729,299,752,1695,704,874,385,373,378,1194,755,815
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM241,556,574,601,630,442,718,601,734,404,76,513,133,533,112,482
None,2,0,0,0,3,0,1,1,1,1,1,0,0,0,0
RIOK3,3734,24353,9305,22878,12518,22972,23046,24054,9860,1283,14838,2073,17039,781,8023
Y_RNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RMC1,1193,1650,833,962,658,900,1236,801,761,534,701,621,1007,479,813
